Reference #,START DATE,END DATE,VendorNumber,Category MATERIAL GROUP,Category NAME,Vendor performance,ParentOANumber2,OA number,RestrictedUSVendor,PurchasingGroupNumber,AutoPOCategory,MaxAutoPOValueEx,AutoPOType,AuthorizationGroupName,AribaSupplierGroup
187,2023-03-22,2025-12-13,53239737,2862,Vegetation Mgmt,Average,600001109,600001109,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
152,2021-04-16,2021-04-17,58960537,1662,Electrical Component,Poor,599999453,599999453,N,710,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
198,2022-03-15,2025-12-13,54484537,2862,Vegetation Mgmt,Average,600000309,600000309,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
206,2022-03-15,2025-12-13,53780738,2862,Vegetation Mgmt,Good,600000310,600000310,N,129,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
211,2022-03-15,2025-12-13,51780143,2862,Vegetation Mgmt,Good,600000311,600000311,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
156,2019-08-15,2024-03-08,58916838,1822,Wire And Cable,Poor,429999536,429999536,N,103,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
240,2022-03-15,2025-12-13,55166537,2862,Vegetation Mgmt,Average,600000314,600000314,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
243,2022-03-15,2025-12-13,53765838,2862,Vegetation Mgmt,Good,600000315,600000315,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
159,2021-04-16,2021-04-17,49716439,1652,Distribution Transf,Poor,599999452,599999452,N,700,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
276,2022-03-15,2025-12-13,56158837,2862,Vegetation Mgmt,Poor,600000308,600000308,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
282,2022-07-09,2025-12-13,56154737,2862,Vegetation Mgmt,Average,600000588,600000588,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
516,2016-06-14,2025-12-13,49740037,3602,Not address by SC,Good,440001324,440001324,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
163,2018-05-22,2023-06-14,57221138,1722,MRO-Gen Indus/Safety,Good,429999533,429999533,N,711,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
518,2015-08-15,2025-12-13,49745637,3602,Not address by SC,Good,440001116,440001116,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
521,2016-06-14,2025-12-13,49750737,3602,Not address by SC,Average,440001333,440001333,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
529,2016-06-14,2025-12-13,49764437,3602,Not address by SC,Developing,440001335,440001335,N,133,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
167,2010-06-02,2024-01-12,54977338,1652,Distribution Transf,Excellent,429999541,429999541,N,705,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
587,2016-06-14,2025-12-13,49792037,3602,Not address by SC,Excellent,440001340,440001340,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
592,2015-08-15,2025-12-13,49799939,3602,Not address by SC,Good,440001115,440001115,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
170,2021-04-16,2021-04-17,49694037,1612,Conductor Supp Struc,Excellent,599999454,599999454,N,703,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
593,2016-06-14,2025-12-13,49803037,3602,Not address by SC,Average,440001330,440001330,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
172,2014-11-13,2022-05-15,49721037,1722,MRO-Gen Indus/Safety,Excellent,429999547,429999547,N,703,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
173,2014-10-22,2024-07-14,49654838,1722,MRO-Gen Indus/Safety,Average,429999554,429999554,N,704,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
606,2016-09-14,2025-12-13,49831137,3602,Not address by SC,Excellent,440001488,440001488,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
636,2015-08-15,2025-12-13,49917637,3602,Not address by SC,Good,440001120,440001120,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
637,2016-09-14,2025-12-13,49922539,3602,Not address by SC,Average,440001466,440001466,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
655,2016-09-14,2025-12-13,49944937,3602,Not address by SC,Good,440001499,440001499,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
673,2015-08-15,2025-12-13,49955637,3602,Not address by SC,Poor,440001117,440001117,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
674,2016-06-14,2025-12-13,49966337,3602,Not address by SC,Good,440001323,440001323,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
717,2016-09-14,2025-12-13,49997937,3602,Not address by SC,Developing,440001472,440001472,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
718,2013-06-01,2025-12-13,51277137,2752,Line Svc,Excellent,440000195,440000195,N,114,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
719,2013-06-01,2025-12-13,51277137,2752,Line Svc,Good,440000253,440000253,N,114,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
183,2021-03-27,2023-03-27,54922137,1602,Aux Elec Equip,Excellent,429999566,429999566,N,700,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
184,2010-01-04,2021-12-13,53239737,2862,Vegetation Mgmt,Average,439999424,439999424,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
185,2012-06-14,2021-12-13,53239737,2862,Vegetation Mgmt,Good,439999687,439999687,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
186,2012-06-14,2021-12-13,53239737,2862,Vegetation Mgmt,Average,439999715,439999715,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
738,2016-09-14,2025-12-13,50008137,3602,Not address by SC,Good,440001487,440001487,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
188,2010-01-04,2021-12-13,55496837,2862,Vegetation Mgmt,Good,439999425,439999425,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
739,2013-06-01,2025-12-13,54791537,2752,Line Svc,Average,440000201,440000201,N,114,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
190,2012-06-14,2021-12-13,55496837,2862,Vegetation Mgmt,Good,439999688,439999688,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
191,2012-06-14,2021-12-13,55496837,2862,Vegetation Mgmt,Poor,439999717,439999717,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
192,2010-01-04,2021-12-13,54484537,2862,Vegetation Mgmt,Poor,439999426,439999426,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
193,2012-06-14,2021-12-13,54484537,2862,Vegetation Mgmt,Developing,439999689,439999689,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
740,2013-05-25,2025-12-13,54791537,2752,Line Svc,Good,440000255,440000255,N,114,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
195,2012-06-14,2021-12-13,54484537,2862,Vegetation Mgmt,Good,439999718,439999718,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
748,2016-06-14,2025-12-13,50017337,3602,Not address by SC,Excellent,440001336,440001336,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
197,2012-06-14,2024-12-13,54484537,2862,Vegetation Mgmt,Good,439999757,439999757,N,108,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
751,2016-09-14,2025-12-13,50018237,3602,Not address by SC,Good,440001471,440001471,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
761,2013-06-01,2025-12-13,50268937,2752,Line Svc,Average,440000210,440000210,N,114,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
200,2010-01-04,2021-12-13,55396737,2862,Vegetation Mgmt,Average,439999427,439999427,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
201,2012-06-14,2021-12-13,55396737,2862,Vegetation Mgmt,Excellent,439999690,439999690,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
202,2012-06-14,2021-12-13,55396737,2862,Vegetation Mgmt,Developing,439999719,439999719,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
203,2010-01-04,2021-12-13,53780738,2862,Vegetation Mgmt,Average,439999428,439999428,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
204,2012-06-14,2021-12-13,53780738,2862,Vegetation Mgmt,Good,439999691,439999691,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
205,2012-06-14,2021-12-13,53780738,2862,Vegetation Mgmt,Excellent,439999720,439999720,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
762,2013-05-31,2025-12-13,50268937,2752,Line Svc,Excellent,440000230,440000230,N,114,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
775,2016-09-14,2025-12-13,50041243,3602,Not address by SC,Average,440001482,440001482,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
208,2010-01-04,2021-12-13,51780143,2862,Vegetation Mgmt,Excellent,439999429,439999429,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
209,2012-06-14,2021-12-13,51780143,2862,Vegetation Mgmt,Good,439999692,439999692,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
210,2012-06-14,2021-12-13,51780143,2862,Vegetation Mgmt,Excellent,439999721,439999721,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
776,2016-09-14,2025-12-13,50046337,3602,Not address by SC,Average,440001470,440001470,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
786,2019-12-23,2025-12-13,50056837,2702,Equip Rental,Average,440002132,440002132,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
213,2010-01-04,2021-12-13,54292737,2862,Vegetation Mgmt,Excellent,439999430,439999430,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
790,2015-08-15,2025-12-13,50074637,3602,Not address by SC,Developing,440001111,440001111,N,112,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
215,2010-01-04,2021-12-13,50798137,2862,Vegetation Mgmt,Average,439999431,439999431,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
216,2012-06-14,2021-12-13,50798137,2862,Vegetation Mgmt,Excellent,439999694,439999694,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
797,2016-09-14,2025-12-13,50090441,3602,Not address by SC,Average,440001465,440001465,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
218,2012-06-14,2021-12-13,50798137,2862,Vegetation Mgmt,Poor,439999724,439999724,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
219,2010-01-04,2021-12-13,54923537,2862,Vegetation Mgmt,Good,439999432,439999432,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
220,2012-06-14,2022-03-14,54923537,2862,Vegetation Mgmt,Good,439999695,439999695,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
221,2012-06-14,2022-03-14,54923537,2862,Vegetation Mgmt,Excellent,439999725,439999725,N,119,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
222,2010-01-04,2021-12-13,49969038,2862,Vegetation Mgmt,Developing,439999433,439999433,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
223,2012-06-14,2021-12-13,49969038,2862,Vegetation Mgmt,Excellent,439999697,439999697,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
224,2012-06-14,2021-12-13,49969038,2862,Vegetation Mgmt,Poor,439999727,439999727,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
225,2010-01-04,2021-12-13,52644237,2862,Vegetation Mgmt,Average,439999434,439999434,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
226,2010-01-04,2021-12-13,50605737,2862,Vegetation Mgmt,Average,439999435,439999435,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
227,2012-06-14,2021-12-13,50605737,2862,Vegetation Mgmt,Excellent,439999699,439999699,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
228,2012-06-14,2021-12-13,50605737,2862,Vegetation Mgmt,Poor,439999729,439999729,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
229,2010-01-04,2021-12-13,53981937,2862,Vegetation Mgmt,Poor,439999436,439999436,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
230,2012-06-14,2021-12-13,53981937,2862,Vegetation Mgmt,Excellent,439999701,439999701,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
231,2012-06-14,2021-12-13,53981937,2862,Vegetation Mgmt,Good,439999731,439999731,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
232,2010-01-04,2021-12-13,53312937,2862,Vegetation Mgmt,Poor,439999437,439999437,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
233,2010-01-04,2021-12-13,55803737,2862,Vegetation Mgmt,Average,439999438,439999438,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
234,2012-06-14,2021-12-13,55803737,2862,Vegetation Mgmt,Average,439999703,439999703,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
235,2012-06-14,2021-12-13,55803737,2862,Vegetation Mgmt,Good,439999733,439999733,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
800,2016-09-14,2025-12-13,50095257,3602,Not address by SC,Good,440001484,440001484,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
237,2010-01-04,2021-12-13,55166537,2862,Vegetation Mgmt,Average,439999439,439999439,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
238,2012-06-14,2021-12-13,55166537,2862,Vegetation Mgmt,Excellent,439999704,439999704,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
239,2012-06-14,2021-12-13,55166537,2862,Vegetation Mgmt,Poor,439999734,439999734,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
801,2017-07-29,2025-12-13,50095257,3602,Not address by SC,Excellent,440001607,440001607,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
899,2016-06-14,2025-12-13,50122537,3602,Not address by SC,Good,440001325,440001325,N,133,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
242,2010-01-04,2021-12-13,53765838,2862,Vegetation Mgmt,Excellent,439999440,439999440,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
911,2016-09-14,2025-12-13,50124754,3602,Not address by SC,Developing,440001463,440001463,N,139,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
954,2024-12-25,2025-12-13,51365138,2702,Equip Rental,Poor,600002203,600002203,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
245,2010-01-04,2021-12-13,50983437,2862,Vegetation Mgmt,Good,439999441,439999441,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
246,2012-06-14,2022-03-14,50983437,2862,Vegetation Mgmt,Poor,439999707,439999707,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
247,2012-06-14,2021-12-13,50983437,2862,Vegetation Mgmt,Good,439999736,439999736,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1024,2015-08-15,2025-12-13,50167437,3602,Not address by SC,Average,440001112,440001112,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
249,2010-01-04,2021-12-13,52691737,2862,Vegetation Mgmt,Good,439999442,439999442,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
250,2010-01-04,2021-12-13,50611837,2862,Vegetation Mgmt,Average,439999443,439999443,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
251,2012-06-14,2021-12-13,50611837,2862,Vegetation Mgmt,Good,439999708,439999708,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
252,2012-06-14,2021-12-13,50611837,2862,Vegetation Mgmt,Excellent,439999737,439999737,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
253,2010-01-04,2021-12-13,51134437,2862,Vegetation Mgmt,Excellent,439999444,439999444,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
254,2012-06-14,2024-12-13,51134437,2862,Vegetation Mgmt,Excellent,439999751,439999751,N,108,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
255,2013-09-15,2024-12-13,51134437,2862,Vegetation Mgmt,Average,440000556,440000556,N,119,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
256,2010-01-04,2021-12-13,54420537,2862,Vegetation Mgmt,Excellent,439999445,439999445,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
257,2012-06-14,2021-12-13,54420537,2862,Vegetation Mgmt,Developing,439999709,439999709,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
258,2012-06-14,2021-12-13,54420537,2862,Vegetation Mgmt,Good,439999738,439999738,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1050,2016-06-14,2025-12-13,50186637,3602,Not address by SC,Good,440001337,440001337,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
260,2010-01-31,2022-06-14,55182937,2772,Property & Facility,Average,439999449,439999449,N,122,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1053,2016-09-14,2025-12-13,50187037,3602,Not address by SC,Poor,440001467,440001467,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
262,2010-01-31,2022-06-14,50858237,2772,Property & Facility,Developing,439999450,439999450,N,122,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1093,2017-07-29,2025-12-13,50217648,3602,Not address by SC,Average,440001606,440001606,N,139,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
264,2010-02-27,2025-04-14,51446937,2792,Site Safety Svcs,Good,439999451,439999451,N,122,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1116,2022-12-14,2025-12-13,50257938,3602,Not address by SC,Excellent,600000862,600000862,N,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1119,2016-09-14,2025-12-13,50274537,3602,Not address by SC,Average,440001490,440001490,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1187,2016-06-14,2025-12-13,50479137,3602,Not address by SC,Excellent,440001319,440001319,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
1193,2015-08-15,2025-12-13,50482737,3602,Not address by SC,Excellent,440001118,440001118,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
1323,2022-09-21,2025-12-13,50755737,2702,Equip Rental,Developing,600000659,600000659,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1333,2016-09-14,2025-12-13,50762538,3602,Not address by SC,Average,440001491,440001491,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1336,2016-09-14,2025-12-13,50765637,3602,Not address by SC,Poor,440001492,440001492,N,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
272,2010-05-03,2021-12-13,55820538,2862,Vegetation Mgmt,Good,439999463,439999463,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
273,2010-07-28,2021-12-13,56158837,2862,Vegetation Mgmt,Good,439999473,439999473,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
274,2012-06-14,2022-03-14,56158837,2862,Vegetation Mgmt,Excellent,439999686,439999686,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
275,2012-06-14,2021-12-13,56158837,2862,Vegetation Mgmt,Average,439999713,439999713,N,119,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
1342,2016-09-14,2025-12-13,50793337,3602,Not address by SC,Good,440001462,440001462,N,119,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
1409,2016-09-14,2025-12-13,50902637,3602,Not address by SC,Good,440001469,440001469,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1451,2022-07-11,2025-12-13,50983440,2862,Vegetation Mgmt,Excellent,600000589,600000589,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
279,2010-08-04,2021-12-13,56154737,2862,Vegetation Mgmt,Good,439999474,439999474,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
280,2012-06-14,2022-03-14,56154737,2862,Vegetation Mgmt,Good,439999705,439999705,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
281,2012-06-14,2021-12-13,56154737,2862,Vegetation Mgmt,Good,439999735,439999735,N,511,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
1493,2024-01-09,2025-12-13,51021137,1632,Chemicals and Gases,Average,440002151,440002151,N,104,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1522,2015-08-15,2025-12-13,56200438,3602,Not address by SC,Good,440001119,440001119,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
284,2010-08-04,2021-12-13,53353438,2862,Vegetation Mgmt,Good,439999475,439999475,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
1538,2020-11-29,2025-12-13,51118138,2702,Equip Rental,Good,440002378,440002378,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
286,2012-06-14,2024-12-13,53353438,2862,Vegetation Mgmt,Average,439999756,439999756,N,108,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
